outplant_time,site,b_r,bag,oyster_number,dish_mass,wet_mass,length,whole_dry,dry_tissue,picture_order,picture_number,area,,
24.14285714,E,b,5,2,2.4583,17.6621,50.23,10.7766,3.1991,289,10746,1562.145,,
24.14285714,E,b,5,3,2.4402,15.2498,46.85,10.0253,3.3841,290,10747,1076.362,,
24.14285714,E,b,5,4,2.4505,31.7265,63.35,18.8021,4.2223,291,10748,1982.129,,
24.14285714,E,b,5,5,2.4534,19.6107,55.26,12.5966,3.3194,292,10749,1710.903,,
24.14285714,E,b,5,6,2.4519,25.2373,66.07,14.649,3.614,293,10750,1926.214,,
24.14285714,E,b,5,7,2.4338,24.5235,64.31,16.0669,3.5957,294,10751,1944.961,,
24.14285714,E,b,5,8,2.466,17.8878,45.69,11.4897,3.2704,295,10752,1162.748,,
24.14285714,E,b,5,9,2.4304,29.1664,51.63,16.3365,4.0636,296,10753,1676.843,,
24.14285714,E,b,5,10,2.4511,21.9301,64.15,13.6029,3.6465,297,10754,1621.233,,
24.14285714,C,r,1,1,2.4788,36.2496,86.31,22.0036,5.0581,298,10759,2937.847,,
24.14285714,C,r,1,2,2.4368,23.4428,66.41,15.1713,4.1642,299,10760,2065.762,,
24.14285714,C,r,1,3,2.4254,34.5156,66.27,19.1418,4.7698,300,10761,1228.377,,
24.14285714,C,r,1,5,2.4631,18.6644,53.52,12.1314,3.5273,301,10762,1262.66,,
24.14285714,C,r,1,4,2.4743,21.5295,51.77,12.0565,3.3134,302,10763,2466.732,,
24.14285714,C,r,1,6,2.4705,20.5516,57.86,12.3167,3.3033,303,10764,2047.493,,
24.14285714,C,r,1,7,2.4973,23.5917,68.45,14.4096,3.7939,304,10765,3262.59,,
24.14285714,C,r,1,8,2.5106,15.4486,44.32,9.8043,3.5229,305,10766,1928.536,,
24.14285714,C,r,1,9,2.4961,38.0588,77.65,21.2795,4.5631,306,10767,1912.65,,
24.14285714,C,r,1,10,2.5128,26.8501,65.61,16.5946,3.5901,307,10768,1794.998,,
24.14285714,C,r,2,1,2.4814,42.1326,75.07,20.5645,5.1888,308,10769,961.147,,
24.14285714,C,r,2,2,2.4576,14.7727,52.82,8.6359,2.862,309,10770,2292.478,,
24.14285714,C,r,2,3,2.4712,24.063,54.14,14.8537,4.2578,310,10771,2078.705,,
24.14285714,C,r,2,4,2.4715,24.0456,69.07,16.0495,4.0745,311,10772,1021.952,,
24.14285714,C,r,2,5,2.4755,11.8845,50.44,8.7695,2.7876,312,10773,2267.511,,
24.14285714,C,r,2,6,2.4735,30.6516,64.46,19.1784,5.0663,313,10774,3069.408,,
24.14285714,C,r,2,7,2.4892,30.3548,74.01,18.7053,4.9304,314,10775,2385.56,,
24.14285714,C,r,2,8,2.493,24.5769,83.81,16.2222,3.5393,315,10776,1177.072,,
24.14285714,C,r,2,9,2.5097,24.5764,57.37,15.4956,4.3978,316,10777,1943.328,double shell,??
24.14285714,C,r,2,10,2.5099,35.4127,78.56,19.0846,4.6123,317,10778,804.429,,
24.14285714,C,r,4,1,2.4837,13.9771,52.12,8.9887,2.7756,318,10779,2160.865,,
24.14285714,C,r,4,2,2.4802,24.4771,59.61,14.0055,3.4205,319,10780,1816.249,,
24.14285714,C,r,4,3,2.5027,15.7294,65.06,8.4236,2.7996,320,10781,2161.379,,
24.14285714,C,r,4,4,2.5033,38.2165,80.84,22.0292,4.9601,321,10782,,,
24.14285714,C,r,4,5,2.4956,34.665,74.56,21.7793,4.9652,322,10783,,,
24.14285714,C,r,4,6,2.4519,23.3343,63.68,15.6598,3.7198,323,10784,,,
24.14285714,C,r,4,7,2.4098,16.5272,56.4,11.0706,3.0366,324,10785,,,
24.14285714,C,r,4,8,2.4639,27.4933,79.76,15.484,4.0148,325,10786,,,
24.14285714,C,r,4,9,2.4464,23.4547,58.19,15.4666,3.7719,326,10787,,,
24.14285714,C,r,4,10,2.4458,13.3679,50.77,8.1985,2.7766,327,10788,,,
24.14285714,C,r,5,1,2.4383,25.2987,67.76,15.6281,3.801,328,10789,,,
24.14285714,C,r,5,2,2.4406,27.3112,62.15,16.3775,5.0161,329,10790,,,
24.14285714,C,r,5,3,2.4611,29.1873,58.8,15.9353,3.5531,330,10791,,,
24.14285714,C,r,5,4,2.4642,41.6203,90.22,23.9748,5.3206,331,10792,,,
24.14285714,C,r,5,5,2.4349,32.9237,77.87,20.0402,4.4668,332,10793,,,
24.14285714,C,r,5,6,2.4626,32.5928,72.47,16.8015,3.6598,333,10794,,,
24.14285714,C,r,5,7,2.4935,22.0965,58.57,13.9731,3.7432,334,10795,,,
24.14285714,C,r,5,8,2.4434,20.9853,48.73,13.3909,4.1982,335,10796,,,
24.14285714,C,r,5,9,2.4736,22.6542,68.9,14.2768,3.3918,336,10797,,,
24.14285714,C,r,5,10,2.4291,31.4058,88.61,17.141,3.8391,337,10798,,,
24.14285714,E,r,5,10,2.4587,20.0189,61.13,12.0629,3.6097,338,10800,,,
24.14285714,E,r,5,9,2.4731,33.1405,57.98,19.4106,5.1862,339,10801,,,
24.14285714,E,r,5,8,2.4724,25.2896,53.6,15.0651,4.0235,340,10802,,,
24.14285714,E,r,5,7,2.4476,32.6746,62.5,15.8604,4.3525,341,10803,,,
24.14285714,E,r,5,6,2.4427,25.0135,59.07,14.1081,3.5025,342,10804,,,
24.14285714,E,r,5,5,2.486,34.0142,67.6,18.6181,4.8835,343,10805,,,
24.14285714,E,r,5,4,2.4544,30.8074,72.07,18.7802,4.9771,344,10806,,,
24.14285714,E,r,5,3,2.4404,25.3472,63.34,15.5123,4.1738,345,10807,,,
24.14285714,E,r,5,2,2.4533,40.002,69.86,21.8111,4.9654,346,10808,,,
24.14285714,E,r,5,1,2.4419,33.591,69.64,20.1783,4.8723,347,10809,,,
24.14285714,E,r,4,9,2.4455,14.8798,51.16,9.1329,3.1197,348,10810,,,
24.14285714,E,r,4,8,2.421,22.0311,62.52,11.8613,3.5921,349,10811,,,
24.14285714,E,r,4,7,2.4279,23.251,60.06,13.2759,3.7632,350,10812,,,
24.14285714,E,r,4,6,2.4575,21.4488,58.99,13.7478,3.8093,351,10813,,,
24.14285714,E,r,4,5,2.4549,21.9385,56.17,13.566,4.0953,352,10814,,,
24.14285714,E,r,4,4,2.4429,33.4698,57.54,20.0536,4.7624,353,10815,,,
24.14285714,E,r,4,3,2.4509,33.467,60.05,15.8813,4.1719,354,10816,,,
24.14285714,E,r,4,2,2.4379,25.6596,53.22,14.3989,4.0099,355,10817,,,
24.14285714,E,r,4,1,2.4902,37.6528,67.8,20.0846,4.8639,356,10818,,,
24.14285714,E,r,3,10,2.4951,27.1055,54.32,15.704,4.5926,357,10819,,,
24.14285714,E,r,3,9,2.4469,20.8763,48.2,12.8136,3.9904,358,10820,,,
24.14285714,E,r,3,8,2.4715,20.0996,59.45,13.1526,3.7695,359,10821,,,
24.14285714,E,r,3,7,2.4601,13.3752,41.59,8.0513,3.049,360,10822,,,
24.14285714,E,r,3,6,2.4609,16.9518,51.11,10.2396,3.5172,361,10823,,,
24.14285714,E,r,3,5,2.4816,29.4852,63.59,17.9,4.4824,362,10824,,,
24.14285714,E,r,3,4,2.4541,33.3668,58.21,18.5798,4.9357,363,10825,,,
24.14285714,E,r,3,3,2.4313,28.8545,64.92,19.3574,4.3173,364,10826,,,
24.14285714,E,r,3,2,2.4557,34.9054,54.77,19.0352,4.3543,365,10827,,,
24.14285714,E,r,3,1,2.4555,39.0061,71.82,20.9371,5.0978,366,10828,,,
24.14285714,E,r,2,9,2.4587,22.3514,48.66,13.2176,3.6035,367,10829,,,
24.14285714,E,r,2,8,2.4591,26.8584,55.19,15.5245,4.1107,368,10831,,,
24.14285714,E,r,2,7,2.4514,22.3918,48.14,12.9817,3.4472,369,10832,,,
24.14285714,E,r,2,6,2.4808,19.7228,54.76,11.369,3.2175,370,10833,,,
24.14285714,E,r,2,5,2.484,23.785,60.02,13.9882,3.7173,371,10834,,,
24.14285714,E,r,2,4,2.4654,22.2773,52.33,13.3507,3.9501,372,10835,,,
24.14285714,E,r,2,3,2.4555,18.2039,60.21,10.5172,3.589,373,10836,,,
24.14285714,E,r,2,2,2.4724,32.7354,65.57,19.0656,4.7073,374,10837,,,
24.14285714,E,r,2,1,2.4382,34.5994,65.07,18.2675,4.7882,375,10838,,,
24.14285714,E,r,1,10,2.4622,24.3232,60.27,14.7957,3.783,376,10839,,,
24.14285714,E,r,1,9,2.4708,12.9474,48.5,8.5789,3.1976,377,10840,,,
24.14285714,E,r,1,8,2.4645,19.784,50.44,11.942,3.7454,378,10841,,,
24.14285714,E,r,1,7,2.462,20.6829,42.05,11.4924,3.7188,379,10842,,,
24.14285714,E,r,1,6,2.3692,23.5565,51.91,15.4008,4.0266,380,10843,,,
24.14285714,E,r,1,5,2.4365,28.2833,63.47,17.1997,4.2662,381,10844,,,
24.14285714,E,r,1,4,2.4441,19.5754,61.61,12.5986,3.6262,382,10845,,,
24.14285714,E,r,1,3,2.4685,28.7658,58.65,16.5645,4.2337,383,10846,,,
24.14285714,E,r,1,2,2.4704,25.921,54.91,16.182,4.6388,384,10847,,,
24.14285714,E,r,1,1,2.4665,29.5632,71.51,17.7762,4.391,385,10848,,,
24.14285714,D,b,5,9,2.4691,7.8672,41.6,5.6008,2.5398,386,10850,,,
24.14285714,D,b,5,8,2.4542,14.2901,48.14,8.8437,2.763,387,10851,,,
24.14285714,D,b,5,7,2.4294,9.521,41.63,6.2654,2.6208,388,10852,,,
24.14285714,D,b,5,6,2.432,26.1672,67.07,15.5364,3.4195,389,10853,,,
24.14285714,D,b,5,5,2.4497,23.3264,62.27,13.753,3.0698,390,10854,,,
24.14285714,D,b,5,4,2.457,20.7738,69.76,11.9418,3.0067,391,10855,,,
24.14285714,D,b,5,3,2.4388,23.0148,78.44,11.8878,3.1323,392,10856,,,
24.14285714,D,b,5,2,2.4262,20.7103,69.45,12.0758,2.7665,393,10857,,,
24.14285714,D,b,5,1,2.4593,24.1776,70.8,14.1253,2.9554,394,10858,,,
24.14285714,D,b,4,9,2.4333,14.3109,44.6,8.1042,2.6843,395,10859,,,
24.14285714,D,b,4,10,2.416,19.1312,63.33,10.6625,2.9001,396,10860,,,
24.14285714,D,b,4,8,2.4674,7.4238,39.24,5.1637,2.5828,397,10861,,,
24.14285714,D,b,4,7,2.4711,15.7141,48.37,8.8701,2.6957,398,10862,,,
24.14285714,D,b,4,6,2.4562,19.6577,68.07,12.0905,2.8651,399,10863,,,
24.14285714,D,b,4,5,2.4474,32.9331,70.63,18.2599,3.7317,400,10864,,,
24.14285714,D,b,4,4,2.4245,16.2421,57.46,9.8233,2.9792,401,10865,,,
24.14285714,D,b,4,3,2.4412,26.7203,75.06,14.7328,3.5945,402,10866,,,
24.14285714,D,b,4,2,2.4517,25.3362,62.44,14.4098,3.3709,403,10867,,,
24.14285714,D,b,4,1,2.4221,23.4478,66.24,13.7856,3.3733,404,10868,,,
24.14285714,D,b,3,10,2.4408,16.2116,47.07,11.3466,3.0807,405,10869,,,
24.14285714,D,b,3,9,2.4393,17.4851,50.48,9.6741,2.8498,406,10870,,,
24.14285714,D,b,3,8,2.4137,19.0773,51.68,11.5472,3.4697,407,10871,,,
24.14285714,D,b,3,7,2.4207,19.6031,77.26,11.7271,3.0845,408,10872,,,
24.14285714,D,b,3,6,2.4419,20.727,57.2,12.2097,3.2049,409,10873,,,
24.14285714,D,b,3,5,2.463,17.4373,49.87,10.5956,2.8852,410,10874,,,
24.14285714,D,b,3,4,2.447,23.7476,62.28,14.2898,3.1972,411,10875,,,
24.14285714,D,b,3,3,2.4412,31.0834,73.07,17.1876,3.5584,412,10876,,,
24.14285714,D,b,3,2,2.4169,29.0781,77.18,15.2595,3.456,413,10877,,,
24.14285714,D,b,3,1,2.4795,39.2345,76.16,19.1208,3.7438,414,10878,,,
24.14285714,D,b,2,10,2.4429,23.9575,50.56,14.6541,3.3627,415,10879,,,
24.14285714,D,b,2,9,2.4571,20.3231,53.53,12.0602,3.1192,416,10880,,,
24.14285714,D,b,2,8,2.4638,22.9914,64.5,14.2778,3.1996,417,10881,,,
24.14285714,D,b,2,7,2.4515,18.663,57.52,11.7993,3.1326,418,10882,,,
24.14285714,D,b,2,6,2.4313,21.4676,59.64,12.4757,3.1144,419,10883,,,
24.14285714,D,b,2,5,2.428,30.8478,82.36,18.777,3.7744,420,10884,,,
24.14285714,D,b,2,4,2.4107,8.6126,39.07,5.8652,2.5639,421,10885,,,
24.14285714,D,b,2,3,2.4636,9.505,45.3,6.2614,2.6682,422,10886,,,
24.14285714,D,b,2,2,2.4254,23.4035,62.03,14.5376,3.3751,423,10887,,,
24.14285714,D,b,2,1,2.4508,20.0555,70.02,11.4789,3.1707,424,10888,,,
24.14285714,D,b,1,10,2.4485,25.389,62.36,14.5512,3.4614,425,10889,,,
24.14285714,D,b,1,9,2.4469,24.4897,57.23,14.4704,3.3902,426,10890,,,
24.14285714,D,b,1,8,2.4303,29.5924,76.58,15.0364,3.3941,427,10891,,,
24.14285714,D,b,1,7,2.4328,25.0503,66.89,15.0505,3.5958,428,10892,,,
24.14285714,D,b,1,6,2.4723,15.3937,51.78,9.4702,2.8392,429,10893,,,
24.14285714,D,b,1,5,2.4454,6.0528,41.01,4.5252,2.5247,430,10894,,,
24.14285714,D,b,1,4,2.4463,11.032,51.4,6.8496,2.8522,431,10895,,,
24.14285714,D,b,1,3,2.4313,11.8221,58.04,7.0635,2.6576,432,10896,,,
24.14285714,D,b,1,2,2.4123,25.3128,73.03,14.8565,3.3985,433,10897,,,
24.14285714,D,b,1,1,2.4225,18.3564,57.03,11.19,2.9725,434,10898,,,
24.14285714,D,r,5,10,2.488,20.3751,48.9,11.4003,3.5094,435,10900,,,
24.14285714,D,r,5,9,2.4731,17.8084,56.46,10.798,3.2274,436,10901,,,
24.14285714,D,r,5,8,2.4896,25.887,52.74,14.483,3.7725,437,10902,,,
24.14285714,D,r,5,7,2.4722,42.334,81.08,22.4056,4.6592,438,10903,,,
24.14285714,D,r,5,6,2.4916,31.7197,87.46,19.2238,4.4195,439,10904,,,
24.14285714,D,r,5,5,2.4391,39.1262,78.67,20.9124,4.4829,440,10905,,,
24.14285714,D,r,5,4,2.4503,31.97,59.61,15.519,3.7972,441,10906,,,
24.14285714,D,r,5,3,2.4295,9.8144,45.05,6.7848,2.6425,442,10907,,,
24.14285714,D,r,5,2,2.4792,19.9271,58.27,11.7138,3.366,443,10908,,,
24.14285714,D,r,5,1,2.5083,26.1491,64.51,13.7803,3.369,444,10909,,,
24.14285714,D,r,4,10,2.4907,29.7239,62.22,17.8495,4.1848,445,10910,,,
24.14285714,D,r,4,9,2.48,19.9274,55.67,12.3115,3.6846,446,10911,,,
24.14285714,D,r,4,8,2.4842,22.1702,45.05,12.1871,3.4395,447,10912,,,
24.14285714,D,r,4,7,2.4828,24.5086,55.88,14.734,3.9231,448,10913,,,
24.14285714,D,r,4,6,2.4655,22.3233,50.06,12.6095,3.6869,449,10914,,,
24.14285714,D,r,4,5,2.4423,30.6098,50.74,15.2913,3.9438,450,10915,,,
24.14285714,D,r,4,4,2.4283,20.441,59.8,12.0474,3.2265,451,10916,,,
24.14285714,D,r,4,3,2.447,27.8426,68.73,14.5918,3.6792,452,10917,,,
24.14285714,D,r,4,2,2.4599,37.2762,56.61,16.271,4.0295,453,10918,,,
24.14285714,D,r,4,1,2.4849,36.9244,64.04,17.7648,3.9749,454,10919,,no photos,
24.14285714,D,r,3,10,2.4044,21.841,67.1,11.0291,3.3942,455,10920,,,
24.14285714,D,r,3,9,2.4403,24.8638,47.1,13.797,3.6003,456,10921,,,
24.14285714,D,r,3,8,2.4413,17.493,52,10.6362,3.1965,457,10922,,,
24.14285714,D,r,3,7,2.4383,20.3623,57.08,11.8024,3.3074,458,10923,,,
24.14285714,D,r,3,6,2.4732,22.3456,54.43,13.3571,3.7148,459,10924,,,
24.14285714,D,r,3,5,2.4735,23.4503,69.67,12.4665,3.2916,460,10925,,,
24.14285714,D,r,3,4,2.453,37.2298,71.58,18.906,4.2878,461,10926,,,
24.14285714,D,r,3,3,2.3916,27.992,85.5,15.4658,3.4166,462,10927,,,
24.14285714,D,r,3,2,2.4526,30.4454,77.54,16.6947,3.4407,463,10928,,,
24.14285714,D,r,3,1,2.423,30.3106,65.27,14.1422,3.5319,464,10929,,,
24.14285714,D,r,2,10,2.4294,13.4091,54.42,8.3486,2.8901,465,10930,,,
24.14285714,D,r,2,9,2.4562,15.8996,54.04,9.8615,2.9461,466,10931,,,
24.14285714,D,r,2,8,2.4041,32.6878,61.11,15.002,3.6153,467,10932,,,
24.14285714,D,r,2,7,2.4298,34.628,70.04,17.2819,3.7918,468,10933,,,
24.14285714,D,r,2,6,2.4302,31.4059,61.81,16.4511,3.6541,469,10934,,,
24.14285714,D,r,2,5,2.4116,22.2095,63.96,11.6903,3.279,470,10935,,,
24.14285714,D,r,2,4,2.4579,12.7368,47.57,8.2186,2.8969,471,10936,,,
24.14285714,D,r,2,3,2.4522,22.4582,56.4,12.1316,3.1556,472,10937,,,
24.14285714,D,r,2,2,2.4931,37.9678,72.17,18.4148,3.3106,473,10938,,,
24.14285714,D,r,2,1,2.4861,23.659,55.25,13.0288,3.2246,474,10939,,,
24.14285714,D,r,1,9,2.4612,19.6152,50.98,10.6044,3.3788,475,10940,,,
24.14285714,D,r,1,8,2.4596,20.0934,54.48,12.1707,3.5786,476,10941,,,
24.14285714,D,r,1,7,2.4694,23.6183,51.33,13.777,3.7999,477,10942,,,
24.14285714,D,r,1,6,2.4212,17.3671,54.49,10.1926,3.2976,478,10943,,,
24.14285714,D,r,1,5,2.4759,20.3595,56.87,11.1314,3.197,479,10944,,,
24.14285714,D,r,1,4,2.5011,49.6059,89.49,23.9331,4.4858,480,10945,,,
24.14285714,D,r,1,3,2.4541,26.3328,67.59,13.628,3.5552,481,10946,,,
24.14285714,D,r,1,2,2.5049,49.0066,83.9,23.2415,4.4878,482,10947,,,
24.14285714,D,r,1,1,2.45,41.2144,70.18,21.2313,4.3456,483,10948,,,
